id,name,entity,iso_code,gwno,slug,region.id,region.name,Tracker,Country,tracker_slug,base_url,tracker_url,timeline_url,process_url,actors_url,impacts_url,sub-region_geo,region_geo,central_longitude,central_latitude,country_geo,con_name_geo,search_pax
154,Portugal,False,PRT,235,portugal,4,Europe and Eurasia,,,,,,,,,,Southern Europe,Europe,-8.51981,39.59314,PRT,Portugal,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=154&match_any_issues=True&name=&text=&signed_after=&signed_before=
35,Republic of Congo,False,COG,484,republic-of-congo,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,15.23529,-0.82177,COG,"Congo, Republic of the",https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=35&match_any_issues=True&name=&text=&signed_after=&signed_before=
115,Russia,False,RUS,365,russia,4,Europe and Eurasia,,,,,,,,,,Eastern Europe,Europe,96.80537,61.98953,RUS,Russia,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=115&match_any_issues=True&name=&text=&signed_after=&signed_before=
116,Rwanda,False,RWA,517,rwanda,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,29.95631,-1.99839,RWA,Rwanda,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=116&match_any_issues=True&name=&text=&signed_after=&signed_before=
117,Saudi Arabia,False,SAU,670,saudi-arabia,5,Middle East and North Africa,,,,,,,,,,Western Asia,Asia,44.54883,24.12137,SAU,Kingdom of Saudi Arabia,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=117&match_any_issues=True&name=&text=&signed_after=&signed_before=
118,Senegal,False,SEN,433,senegal,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,-14.4593,14.36303,SEN,Republic of Senegal,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=118&match_any_issues=True&name=&text=&signed_after=&signed_before=
50,Serbia,False,SRB,345,serbia,4,Europe and Eurasia,,,,,,,,,,Southern Europe,Europe,20.80455,44.02936,SRB,Serbia,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=50&match_any_issues=True&name=&text=&signed_after=&signed_before=
121,Sierra Leone,False,SLE,451,sierra-leone,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,-11.792,8.558038,SLE,Sierra Leone,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=121&match_any_issues=True&name=&text=&signed_after=&signed_before=
122,Slovenia,False,SVN,349,slovenia,4,Europe and Eurasia,,,,,,,,,,Southern Europe,Europe,14.82176,46.11955,SVN,Republic of Slovenia,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=122&match_any_issues=True&name=&text=&signed_after=&signed_before=
123,Solomon Islands,False,SLB,940,solomon-islands,3,Asia and Pacific,,,,,,,,,,Melanesia,Oceania,160.1603,-9.6228,SLB,Solomon Islands,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=123&match_any_issues=True&name=&text=&signed_after=&signed_before=
124,Somalia,False,SOM,520,somalia,1,Africa (excl MENA),1.0,Somalia,somalia,https://www.peaceagreements.org/tracker/,https://www.peaceagreements.org/tracker/somalia,https://www.peaceagreements.org/tracker/timeline/somalia,https://www.peaceagreements.org/tracker/process/somalia,https://www.peaceagreements.org/tracker/actors/somalia,https://www.peaceagreements.org/tracker/impacts/somalia,Sub-Saharan Africa,Africa,46.20311,4.404616,SOM,Somalia,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=124&match_any_issues=True&name=&text=&signed_after=&signed_before=
125,South Africa,False,ZAF,560,south-africa,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,25.08505,-28.9972,ZAF,South Africa,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=125&match_any_issues=True&name=&text=&signed_after=&signed_before=
126,South Korea,False,KOR,732,south-korea,3,Asia and Pacific,,,,,,,,,,Eastern Asia,Asia,127.8064,36.35627,KOR,Republic of Korea,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=126&match_any_issues=True&name=&text=&signed_after=&signed_before=
127,South Sudan,False,SSD,626,south-sudan,1,Africa (excl MENA),1.0,South Sudan,south-sudan,https://www.peaceagreements.org/tracker/,https://www.peaceagreements.org/tracker/south-sudan,https://www.peaceagreements.org/tracker/timeline/south-sudan,https://www.peaceagreements.org/tracker/process/south-sudan,https://www.peaceagreements.org/tracker/actors/south-sudan,https://www.peaceagreements.org/tracker/impacts/south-sudan,Sub-Saharan Africa,Africa,30.34377,7.263461,SSD,South Sudan,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=127&match_any_issues=True&name=&text=&signed_after=&signed_before=
128,Spain,False,ESP,230,spain,4,Europe and Eurasia,,,,,,,,,,Southern Europe,Europe,-3.64606,40.22795,ESP,Kingdom of Spain,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=128&match_any_issues=True&name=&text=&signed_after=&signed_before=
129,Sri Lanka,False,LKA,780,sri-lanka,3,Asia and Pacific,,,,,,,,,,Southern Asia,Asia,80.69863,7.617678,LKA,Sri Lanka,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=129&match_any_issues=True&name=&text=&signed_after=&signed_before=
130,Sudan,False,SDN,625,sudan,1,Africa (excl MENA),1.0,Sudan,sudan,https://www.peaceagreements.org/tracker/,https://www.peaceagreements.org/tracker/sudan,https://www.peaceagreements.org/tracker/timeline/sudan,https://www.peaceagreements.org/tracker/process/sudan,https://www.peaceagreements.org/tracker/actors/sudan,https://www.peaceagreements.org/tracker/impacts/sudan,Northern Africa,Africa,30.00919,16.05325,SDN,Sudan,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=130&match_any_issues=True&name=&text=&signed_after=&signed_before=
131,Syria,False,SYR,652,syria,5,Middle East and North Africa,1.0,Syria,syria,https://www.peaceagreements.org/tracker/,https://www.peaceagreements.org/tracker/syria,https://www.peaceagreements.org/tracker/timeline/syria,https://www.peaceagreements.org/tracker/process/syria,https://www.peaceagreements.org/tracker/actors/syria,https://www.peaceagreements.org/tracker/impacts/syria,Western Asia,Asia,38.50527,35.01281,SYR,Syria,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=131&match_any_issues=True&name=&text=&signed_after=&signed_before=
132,Tajikistan,False,TJK,702,tajikistan,4,Europe and Eurasia,,,,,,,,,,Central Asia,Asia,71.0,39.0,TJK,Republic of Tajikistan,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=132&match_any_issues=True&name=&text=&signed_after=&signed_before=
133,Tanzania,False,TZA,510,tanzania,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,34.99532,-6.4384,TZA,Tanzania,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=133&match_any_issues=True&name=&text=&signed_after=&signed_before=
134,Thailand,False,THA,800,thailand,3,Asia and Pacific,,,,,,,,,,South-eastern Asia,Asia,101.0122,15.1168,THA,Kingdom of Thailand,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=134&match_any_issues=True&name=&text=&signed_after=&signed_before=
135,Togo,False,TGO,461,togo,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,0.974444,8.53905,TGO,Togo,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=135&match_any_issues=True&name=&text=&signed_after=&signed_before=
136,Tonga,False,TON,972,tonga,1,Africa (excl MENA),,,,,,,,,,Polynesia,Oceania,-175.276,-21.1587,TON,Tonga,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=136&match_any_issues=True&name=&text=&signed_after=&signed_before=
164,Tunisia,False,TUN,616,tunisia,5,Middle East and North Africa,,,,,,,,,,Northern Africa,Africa,9.608516,34.11632,TUN,Republic of Tunisia,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=164&match_any_issues=True&name=&text=&signed_after=&signed_before=
139,Turkey,False,TUR,640,turkey,4,Europe and Eurasia,,,,,,,,,,Western Asia,Asia,35.14229,39.06625,TUR,Republic of Turkiye,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=139&match_any_issues=True&name=&text=&signed_after=&signed_before=
140,Turkmenistan,False,TKM,701,turkmenistan,4,Europe and Eurasia,,,,,,,,,,Central Asia,Asia,59.17525,39.19336,TKM,Turkmenistan,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=140&match_any_issues=True&name=&text=&signed_after=&signed_before=
141,Uganda,False,UGA,500,uganda,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,32.33571,1.513806,UGA,Uganda,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=141&match_any_issues=True&name=&text=&signed_after=&signed_before=
142,Ukraine,False,UKR,369,ukraine,4,Europe and Eurasia,1.0,Ukraine,ukraine,https://www.peaceagreements.org/tracker/,https://www.peaceagreements.org/tracker/ukraine,https://www.peaceagreements.org/tracker/timeline/ukraine,https://www.peaceagreements.org/tracker/process/ukraine,https://www.peaceagreements.org/tracker/actors/ukraine,https://www.peaceagreements.org/tracker/impacts/ukraine,Eastern Europe,Europe,31.37493,49.0269,UKR,Ukraine,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=142&match_any_issues=True&name=&text=&signed_after=&signed_before=
143,United Kingdom,False,GBR,200,united-kingdom,4,Europe and Eurasia,,,,,,,,,,Northern Europe,Europe,-1.96956,53.40839,GBR,United Kingdom,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=143&match_any_issues=True&name=&text=&signed_after=&signed_before=
145,United States of America,False,USA,2,united-states-of-america,2,Americas,,,,,,,,,,Northern America,Americas,-99.4146,39.3987,USA,United States,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=145&match_any_issues=True&name=&text=&signed_after=&signed_before=
146,Uzbekistan,False,UZB,704,uzbekistan,4,Europe and Eurasia,,,,,,,,,,Central Asia,Asia,63.42188,41.58135,UZB,Republic of Uzbekistan,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=146&match_any_issues=True&name=&text=&signed_after=&signed_before=
149,Vanuatu,False,VUT,935,vanuatu,3,Asia and Pacific,,,,,,,,,,Melanesia,Oceania,166.8728,-15.2414,VUT,Vanuatu,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=149&match_any_issues=True&name=&text=&signed_after=&signed_before=
150,Venezuela,False,VEN,101,venezuela,2,Americas,,,,,,,,,,Latin America and the Caribbean,Americas,-66.1628,7.120734,VEN,Bolivarian Republic of Venezuela,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=150&match_any_issues=True&name=&text=&signed_after=&signed_before=
148,Yemen,False,YEM,678,yemen,5,Middle East and North Africa,1.0,Yemen,yemen,https://www.peaceagreements.org/tracker/,https://www.peaceagreements.org/tracker/yemen,https://www.peaceagreements.org/tracker/timeline/yemen,https://www.peaceagreements.org/tracker/process/yemen,https://www.peaceagreements.org/tracker/actors/yemen,https://www.peaceagreements.org/tracker/impacts/yemen,Western Asia,Asia,47.59395,15.90521,YEM,Yemen,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=148&match_any_issues=True&name=&text=&signed_after=&signed_before=
157,Yugoslavia (former),False,,345,yugoslavia-former,4,Europe and Eurasia,,,,,,,,,,Southern Europe,Europe,-66.1587,-17.4164,BOL,Bolivia,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=157&match_any_issues=True&name=&text=&signed_after=&signed_before=
151,Zambia,False,ZMB,551,zambia,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,28.76797,-14.4688,ZMB,Zambia,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=151&match_any_issues=True&name=&text=&signed_after=&signed_before=
152,Zimbabwe,False,ZWE,552,zimbabwe,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,29.88428,-19.0162,ZWE,Zimbabwe,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=152&match_any_issues=True&name=&text=&signed_after=&signed_before=
2,Abkhazia,True,,,abkhazia,4,Europe and Eurasia,,,,,,,,,,Western Asia,Asia,41.16521,43.11038,,,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=2&match_any_issues=True&name=&text=&signed_after=&signed_before=
3,Aceh,True,,,aceh,3,Asia and Pacific,,,,,,,,,,South-eastern Asia,Asia,96.90952,4.225082,IDN,Indonesia,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=3&match_any_issues=True&name=&text=&signed_after=&signed_before=
6,African Great Lakes,True,,,african-great-lakes,1,Africa (excl MENA),,,,,,,,,,,Africa,33.72941,0.66434,,,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=6&match_any_issues=True&name=&text=&signed_after=&signed_before=
7,Air and Azawad,True,,,air-and-azawad,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,-2.33417,18.54778,MLI,Mali,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=7&match_any_issues=True&name=&text=&signed_after=&signed_before=
10,Anjouan,True,,,anjouan,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,44.43654,-12.2224,COM,Comoros,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=10&match_any_issues=True&name=&text=&signed_after=&signed_before=
189,Assam,True,,,assam,3,Asia and Pacific,,,,,,,,,,Southern Asia,Asia,92.83008,26.32614,IND,India,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=189&match_any_issues=True&name=&text=&signed_after=&signed_before=
190,Aweil Counties,True,,,aweil-counties,1,Africa (excl MENA),,,,,,,,,,,,,,,,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=190&match_any_issues=True&name=&text=&signed_after=&signed_before=
15,Azawad,True,,,azawad,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,-2.33417,18.54778,MLI,Mali,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=15&match_any_issues=True&name=&text=&signed_after=&signed_before=
18,Basque Country,True,,,basque-country,4,Europe and Eurasia,,,,,,,,,,Southern Europe,Europe,-2.617,43.04318,ESP,Kingdom of Spain,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=18&match_any_issues=True&name=&text=&signed_after=&signed_before=
19,Bodoland,True,,,bodoland,3,Asia and Pacific,,,,,,,,,,Southern Asia,Asia,90.27407,26.40735,,,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=19&match_any_issues=True&name=&text=&signed_after=&signed_before=
21,Bougainville,True,,,bougainville,3,Asia and Pacific,,,,,,,,,,Melanesia,Oceania,155.0,-6.0,,,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=21&match_any_issues=True&name=&text=&signed_after=&signed_before=
196,Cabinda,True,,,cabinda,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,12.19448,-5.56084,AGO,Angola,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=196&match_any_issues=True&name=&text=&signed_after=&signed_before=
25,Casamance,True,,,casamance,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,-15.5,12.75,SEN,Senegal,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=25&match_any_issues=True&name=&text=&signed_after=&signed_before=
28,Chechnya,True,,,chechnya,4,Europe and Eurasia,,,,,,,,,,Eastern Europe,Europe,45.74235,43.3037,RUS,Russia,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=28&match_any_issues=True&name=&text=&signed_after=&signed_before=
31,Chittagong Hill Tracts,True,,,chittagong-hill-tracts,3,Asia and Pacific,,,,,,,,,,Southern Asia,Asia,92.24725,23.0059,BGD,বাংলাদেশ,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=31&match_any_issues=True&name=&text=&signed_after=&signed_before=
153,Cordillera,True,,,cordillera,3,Asia and Pacific,,,,,,,,,,South-eastern Asia,Asia,-56.9547,-25.2032,PRY,Paraguay,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=153&match_any_issues=True&name=&text=&signed_after=&signed_before=
40,Darfur,True,,,darfur,1,Africa (excl MENA),,,,,,,,,,Northern Africa,Africa,25.0,13.0,,,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=40&match_any_issues=True&name=&text=&signed_after=&signed_before=
41,Darjeeling,True,,,darjeeling,3,Asia and Pacific,,,,,,,,,,Southern Asia,Asia,88.26382,27.03937,IND,India,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=41&match_any_issues=True&name=&text=&signed_after=&signed_before=
44,East Timor,True,,860,east-timor,3,Asia and Pacific,,,,,,,,,,South-eastern Asia,Asia,125.8524,-8.82032,TLS,Democratic Republic of Timor-Leste,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=44&match_any_issues=True&name=&text=&signed_after=&signed_before=
45,Eastern Sudan,True,,,eastern-sudan,1,Africa (excl MENA),,,,,,,,,,,,,,,,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=45&match_any_issues=True&name=&text=&signed_after=&signed_before=
192,Gogrial West County,True,,,gogrial-west-county,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,,,,,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=192&match_any_issues=True&name=&text=&signed_after=&signed_before=
176,International Monetary Fund,True,,,international-monetary-fund,6,Cross-regional,,,,,,,,,,,,,,,,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=176&match_any_issues=True&name=&text=&signed_after=&signed_before=
187,Kurds-Kurdistan,True,,,kurds-kurdistan,6,Cross-regional,,,,,,,,,,Western Asia,Asia,44.0,37.0,IRQ,Iraq,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=187&match_any_issues=True&name=&text=&signed_after=&signed_before=
188,Manipur,True,,,manipur,3,Asia and Pacific,,,,,,,,,,Southern Asia,Asia,93.88333,24.73253,IND,India,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=188&match_any_issues=True&name=&text=&signed_after=&signed_before=
85,Mindanao,True,,,mindanao,3,Asia and Pacific,,,,,,,,,,South-eastern Asia,Asia,123.3444,9.64372,PHL,Philippines,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=85&match_any_issues=True&name=&text=&signed_after=&signed_before=
86,Mizoram,True,,,mizoram,3,Asia and Pacific,,,,,,,,,,Southern Asia,Asia,92.82892,23.3078,IND,India,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=86&match_any_issues=True&name=&text=&signed_after=&signed_before=
88,Moluccas,True,,,moluccas,3,Asia and Pacific,,,,,,,,,,South-eastern Asia,Asia,127.7174,-1.57634,IDN,Indonesia,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=88&match_any_issues=True&name=&text=&signed_after=&signed_before=
201,Mopti,True,ML-5,,mopti,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,-4.1933,14.4893,MLI,Mali,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=201&match_any_issues=True&name=&text=&signed_after=&signed_before=
93,Nagaland,True,,,nagaland,3,Asia and Pacific,,,,,,,,,,Southern Asia,Asia,94.47205,26.05934,IND,India,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=93&match_any_issues=True&name=&text=&signed_after=&signed_before=
95,Nagorno-Karabakh,True,,,nagorno-karabakh,4,Europe and Eurasia,,,,,,,,,,Western Asia,Asia,46.58333,40.0,,,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=95&match_any_issues=True&name=&text=&signed_after=&signed_before=
98,New Caledonia,True,,,new-caledonia,3,Asia and Pacific,,,,,,,,,,Western Europe,Europe,165.7018,-21.3078,NCL,New Caledonia,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=98&match_any_issues=True&name=&text=&signed_after=&signed_before=
104,Northern Ireland,True,,,northern-ireland,4,Europe and Eurasia,1.0,Northern Ireland,northern-ireland,https://www.peaceagreements.org/tracker/,https://www.peaceagreements.org/tracker/northern-ireland,https://www.peaceagreements.org/tracker/timeline/northern-ireland,https://www.peaceagreements.org/tracker/process/northern-ireland,https://www.peaceagreements.org/tracker/actors/northern-ireland,https://www.peaceagreements.org/tracker/impacts/northern-ireland,Northern Europe,Europe,-6.69275,54.61039,GBR,United Kingdom,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=104&match_any_issues=True&name=&text=&signed_after=&signed_before=
106,Ogaden,True,,,ogaden,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,44.0,8.0,ETH,Ethiopia,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=106&match_any_issues=True&name=&text=&signed_after=&signed_before=
107,Ossetia,True,,,ossetia,4,Europe and Eurasia,,,,,,,,,,Western Asia,Asia,44.63758,43.03491,RUS,Russia,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=107&match_any_issues=True&name=&text=&signed_after=&signed_before=
108,Palestine,True,,,palestine,5,Middle East and North Africa,,,,,,,,,,Western Asia,Asia,35.20468,31.91272,,,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=108&match_any_issues=True&name=&text=&signed_after=&signed_before=
197,Plateau State,True,,,plateau-state,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,9.75,9.16667,NGA,Nigeria,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=197&match_any_issues=True&name=&text=&signed_after=&signed_before=
162,Presevo Valley,True,,,presevo-valley,4,Europe and Eurasia,,,,,,,,,,Southern Europe,Europe,21.64978,42.30662,,,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=162&match_any_issues=True&name=&text=&signed_after=&signed_before=
169,Puntland,True,,,puntland,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,49.0,9.0,SOM,Somalia,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=169&match_any_issues=True&name=&text=&signed_after=&signed_before=
156,Rebolusyonaryong Alyansang Makabansa (SFP-YOU),True,,,rebolusyonaryong-alyansang-makabansa-sfp-you,3,Asia and Pacific,,,,,,,,,,South-eastern Asia,Asia,,,,,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=156&match_any_issues=True&name=&text=&signed_after=&signed_before=
155,Rebolusyonaryong Partido ng Manggagawa-Pilipineas (RPMP/RPA/ABB),True,,,rebolusyonaryong-partido-ng-manggagawa-pilipineas,3,Asia and Pacific,,,,,,,,,,South-eastern Asia,Asia,,,,,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=155&match_any_issues=True&name=&text=&signed_after=&signed_before=
168,Somaliland,True,,,somaliland,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,45.0,8.0,ETH,Ethiopia,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=168&match_any_issues=True&name=&text=&signed_after=&signed_before=
198,Southern Kaduna,True,,,southern-kaduna,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,,,,,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=198&match_any_issues=True&name=&text=&signed_after=&signed_before=
1,Southern Kordofan - Blue Nile - Abyei,True,,,southern-kordofan-blue-nile-abyei,1,Africa (excl MENA),,,,,,,,,,Northern Africa,Africa,,,,,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=1&match_any_issues=True&name=&text=&signed_after=&signed_before=
167,Taliban,True,,,taliban,6,Cross-regional,,,,,,,,,,,,,,,,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=167&match_any_issues=True&name=&text=&signed_after=&signed_before=
193,Terekeka,True,,,terekeka,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,36.88562,-1.32987,KEN,Kenya,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=193&match_any_issues=True&name=&text=&signed_after=&signed_before=
202,Tigray,True,,,tigray,1,Africa (excl MENA),,,,,,,,,,,,,,,,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=202&match_any_issues=True&name=&text=&signed_after=&signed_before=
137,Transdniestria,True,,,transdniestria,4,Europe and Eurasia,,,,,,,,,,Eastern Europe,Europe,29.25,47.33333,,,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=137&match_any_issues=True&name=&text=&signed_after=&signed_before=
138,Tripura,True,,,tripura,3,Asia and Pacific,,,,,,,,,,Southern Asia,Asia,91.74011,23.74652,IND,India,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=138&match_any_issues=True&name=&text=&signed_after=&signed_before=
191,Twic County,True,,,twic-county,1,Africa (excl MENA),,,,,,,,,,Sub-Saharan Africa,Africa,28.28613,9.11055,SSD,South Sudan,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=191&match_any_issues=True&name=&text=&signed_after=&signed_before=
144,United Nations,True,,,united-nations,6,Cross-regional,,,,,,,,,,,,,,,,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=144&match_any_issues=True&name=&text=&signed_after=&signed_before=
147,Western Sahara,True,,,western-sahara,5,Middle East and North Africa,,,,,,,,,,Northern Africa,Africa,-13.1395,24.6585,,,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=147&match_any_issues=True&name=&text=&signed_after=&signed_before=
179,World Bank,True,,,world-bank,6,Cross-regional,,,,,,,,,,,,,,,,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=179&match_any_issues=True&name=&text=&signed_after=&signed_before=
